OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20180531_F_PS_4,Field Msr/Obs,Water,5/31/18,,1.3,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-731493967,,,Dissolved oxygen (DO),4.95,mg/l,,18:00.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20180124_F_PS_3,Field Msr/Obs,Water,1/24/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-777100952,,,Dissolved oxygen (DO),6.53,mg/l,,24:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20181114_F_PS_4,Field Msr/Obs,Water,11/14/18,,1.9,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-776215563,,,Dissolved oxygen (DO),4,mg/l,,03:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20180531_F_PS_4,Field Msr/Obs,Water,5/31/18,,1.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-731493999,,,Dissolved oxygen (DO),7.45,mg/l,,18:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20180122_F_PS_3,Field Msr/Obs,Water,1/22/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-777101380,,,Dissolved oxygen (DO),7.29,mg/l,,24:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20180123_F_PS_4,Field Msr/Obs,Water,1/23/18,,7.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-777101480,,,Dissolved oxygen (DO),6.94,mg/l,,24:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC49_20180123_F_PS_4,Field Msr/Obs,Water,1/23/18,,1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-777101737,,,Dissolved oxygen (DO),7.12,mg/l,,24:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20180530_F_PS_4,Field Msr/Obs,Water,5/30/18,,8.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-731494471,,,Dissolved oxygen (DO),6.13,mg/l,,18:10.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20180530_F_PS_4,Field Msr/Obs,Water,5/30/18,,2.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-731494421,,,Dissolved oxygen (DO),5.51,mg/l,,18:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20180807_F_PS_4,Field Msr/Obs,Water,8/7/18,,8.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-735747329,,,Dissolved oxygen (DO),6.32,mg/l,,07:26.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20181115_F_PS_3,Field Msr/Obs,Water,11/15/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-776215967,,,Dissolved oxygen (DO),6.33,mg/l,,03:28.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20180122_F_PS_4,Field Msr/Obs,Water,1/22/18,,3.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-777101381,,,Dissolved oxygen (DO),7.33,mg/l,,24:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20180530_F_PS_3,Field Msr/Obs,Water,5/30/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-731494470,,,Dissolved oxygen (DO),6.11,mg/l,,18:10.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20180122_F_PS_4,Field Msr/Obs,Water,1/22/18,,4.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-777101185,,,Dissolved oxygen (DO),7.21,mg/l,,24:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC43_20180530_F_PS_4,Field Msr/Obs,Water,5/30/18,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-43,Water Gut Storm Drain,17.74746,-64.7073,STORET-731494647,,,Dissolved oxygen (DO),6.09,mg/l,,18:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20180807_F_PS_4,Field Msr/Obs,Water,8/7/18,,5.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-735746976,,,Dissolved oxygen (DO),6.11,mg/l,,07:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC28_20180529_F_PS_4,Field Msr/Obs,Water,5/29/18,,5.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-731494307,,,Dissolved oxygen (DO),6.3,mg/l,,18:07.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20180808_F_PS_3,Field Msr/Obs,Water,8/8/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-735746747,,,Dissolved oxygen (DO),5.76,mg/l,,07:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC11B_20181115_F_PS_3,Field Msr/Obs,Water,11/15/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-11B,"Jack Bay, Forereef",17.74613,-64.5799,STORET-776215070,,,Dissolved oxygen (DO),6.6,mg/l,,03:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20180123_F_PS_4,Field Msr/Obs,Water,1/23/18,,1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-777101688,,,Dissolved oxygen (DO),7.42,mg/l,,24:24.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20180123_F_PS_3,Field Msr/Obs,Water,1/23/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-777101719,,,Dissolved oxygen (DO),7.74,mg/l,,24:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20180123_F_PS_4,Field Msr/Obs,Water,1/23/18,,4.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-777101624,,,Dissolved oxygen (DO),6.94,mg/l,,24:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4_20181115_F_PS_4,Field Msr/Obs,Water,11/15/18,,3.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-776215742,,,Dissolved oxygen (DO),5.82,mg/l,,03:23.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20180124_F_PS_4,Field Msr/Obs,Water,1/24/18,,8.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-777101035,,,Dissolved oxygen (DO),6.55,mg/l,,24:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC37_20181113_F_PS_3,Field Msr/Obs,Water,11/13/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-776215674,,,Dissolved oxygen (DO),6.71,mg/l,,03:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20180123_F_PS_3,Field Msr/Obs,Water,1/23/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-777101687,,,Dissolved oxygen (DO),7.38,mg/l,,24:24.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC26_20181114_F_PS_3,Field Msr/Obs,Water,11/14/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-776215404,,,Dissolved oxygen (DO),6.42,mg/l,,03:13.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4_20181115_F_PS_3,Field Msr/Obs,Water,11/15/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-776215741,,,Dissolved oxygen (DO),5.91,mg/l,,03:23.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20180529_F_PS_4,Field Msr/Obs,Water,5/29/18,,8.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-731494372,,,Dissolved oxygen (DO),6.47,mg/l,,18:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20181115_F_PS_3,Field Msr/Obs,Water,11/15/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-776215934,,,Dissolved oxygen (DO),6.13,mg/l,,03:27.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC38_20181114_F_PS_4,Field Msr/Obs,Water,11/14/18,,5.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-776215693,,,Dissolved oxygen (DO),6.01,mg/l,,03:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20181115_F_PS_3,Field Msr/Obs,Water,11/15/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-776215220,,,Dissolved oxygen (DO),6.33,mg/l,,03:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC28_20181114_F_PS_3,Field Msr/Obs,Water,11/14/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-776215436,,,Dissolved oxygen (DO),6.38,mg/l,,03:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20180123_F_PS_3,Field Msr/Obs,Water,1/23/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-777101462,,,Dissolved oxygen (DO),6.51,mg/l,,24:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20180808_F_PS_4,Field Msr/Obs,Water,8/8/18,,14.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-735746764,,,Dissolved oxygen (DO),6.29,mg/l,,07:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC49_20180530_F_PS_4,Field Msr/Obs,Water,5/30/18,,2.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-731494746,,,Dissolved oxygen (DO),5.91,mg/l,,18:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20180122_F_PS_4,Field Msr/Obs,Water,1/22/18,,11.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-777101167,,,Dissolved oxygen (DO),6.33,mg/l,,24:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20180807_F_PS_4,Field Msr/Obs,Water,8/7/18,,5.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-735747411,,,Dissolved oxygen (DO),4.58,mg/l,,07:28.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC37_20181113_F_PS_4,Field Msr/Obs,Water,11/13/18,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-776215675,,,Dissolved oxygen (DO),6.62,mg/l,,03:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20181114_F_PS_4,Field Msr/Obs,Water,11/14/18,,4.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-776215308,,,Dissolved oxygen (DO),7.34,mg/l,,03:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20181114_F_PS_3,Field Msr/Obs,Water,11/14/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-776215658,,,Dissolved oxygen (DO),6.22,mg/l,,03:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20180122_F_PS_3,Field Msr/Obs,Water,1/22/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-777101216,,,Dissolved oxygen (DO),6.71,mg/l,,24:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20181114_F_PS_4,Field Msr/Obs,Water,11/14/18,,6.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-776215611,,,Dissolved oxygen (DO),6.3,mg/l,,03:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC45_20180807_F_PS_3,Field Msr/Obs,Water,8/7/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-735747394,,,Dissolved oxygen (DO),4.63,mg/l,,07:28.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC3_20180123_F_PS_4,Field Msr/Obs,Water,1/23/18,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,STORET-777101349,,,Dissolved oxygen (DO),7.25,mg/l,,24:15.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20181115_F_PS_4,Field Msr/Obs,Water,11/15/18,,5.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-776215173,,,Dissolved oxygen (DO),6.04,mg/l,,03:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20181114_F_PS_3,Field Msr/Obs,Water,11/14/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-776215516,,,Dissolved oxygen (DO),6.67,mg/l,,03:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20180807_F_PS_4,Field Msr/Obs,Water,8/7/18,,4,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-735746877,,,Dissolved oxygen (DO),6.65,mg/l,,07:15.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20180808_F_PS_3,Field Msr/Obs,Water,8/8/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-735746731,,,Dissolved oxygen (DO),7.13,mg/l,,07:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20180530_F_PS_4,Field Msr/Obs,Water,5/30/18,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-731494454,,,Dissolved oxygen (DO),6.1,mg/l,,18:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC18_20180124_QC_PS_4,Quality Control Field Replicate Msr/Obs,Water,1/24/18,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-777101115,,,Dissolved oxygen (DO),7.57,mg/l,,24:10.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20180122_F_PS_3,Field Msr/Obs,Water,1/22/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-777101280,,,Dissolved oxygen (DO),6.63,mg/l,,24:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20180530_F_PS_4,Field Msr/Obs,Water,5/30/18,,12.6,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-731493902,,,Dissolved oxygen (DO),5.93,mg/l,,17:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC5_20180807_F_PS_4,Field Msr/Obs,Water,8/7/18,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-5,Green Cay Marina,17.75997,-64.6683,STORET-735747475,,,Dissolved oxygen (DO),2.32,mg/l,,07:29.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC39_20181113_QC_PS_4,Quality Control Field Replicate Msr/Obs,Water,11/13/18,,2.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-39,Altona Lagoon Inlet,17.75008,-64.69648,STORET-776215726,,,Dissolved oxygen (DO),6.09,mg/l,,03:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20180530_F_PS_3,Field Msr/Obs,Water,5/30/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-731493901,,,Dissolved oxygen (DO),5.81,mg/l,,17:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC37_20180807_F_PS_3,Field Msr/Obs,Water,8/7/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-735747248,,,Dissolved oxygen (DO),6.08,mg/l,,07:24.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20180807_F_PS_3,Field Msr/Obs,Water,8/7/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-735747490,,,Dissolved oxygen (DO),6.59,mg/l,,07:30.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20180530_F_PS_4,Field Msr/Obs,Water,5/30/18,,1.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-731494729,,,Dissolved oxygen (DO),6.09,mg/l,,18:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20180530_F_PS_3,Field Msr/Obs,Water,5/30/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-731494728,,,Dissolved oxygen (DO),5.97,mg/l,,18:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20181115_F_PS_3,Field Msr/Obs,Water,11/15/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-776215172,,,Dissolved oxygen (DO),6.26,mg/l,,03:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC32_20180529_QC_PS_3,Quality Control Field Replicate Msr/Obs,Water,5/29/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-731494403,,,Dissolved oxygen (DO),6.24,mg/l,,18:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20181114_F_PS_4,Field Msr/Obs,Water,11/14/18,,10.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-776215341,,,Dissolved oxygen (DO),6.33,mg/l,,03:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20180123_F_PS_4,Field Msr/Obs,Water,1/23/18,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-777101592,,,Dissolved oxygen (DO),6.78,mg/l,,24:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20180529_F_PS_3,Field Msr/Obs,Water,5/29/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-731494193,,,Dissolved oxygen (DO),7.1,mg/l,,18:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20180122_F_PS_4,Field Msr/Obs,Water,1/22/18,,8.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-777101201,,,Dissolved oxygen (DO),6.79,mg/l,,24:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20181113_F_PS_4,Field Msr/Obs,Water,11/13/18,,3.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-776215790,,,Dissolved oxygen (DO),6.84,mg/l,,03:24.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20181114_F_PS_3,Field Msr/Obs,Water,11/14/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-776215594,,,Dissolved oxygen (DO),5.69,mg/l,,03:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC19_20180529_F_PS_4,Field Msr/Obs,Water,5/29/18,,8.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-19,Krause Lagoon Channel,17.69368,-64.76279,STORET-731494145,,,Dissolved oxygen (DO),4.81,mg/l,,18:04.0,STORET
