OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20161214_F_PS_42,Field Msr/Obs,Water,12/14/16,,1.9,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-601698927,,,pH,8.63,None,,26:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20160621_F_PS_0.5_FM,Field Msr/Obs,Water,6/21/16,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-601704971,,,pH,8.74,None,,33:20.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2016-04-06-STC-6_b,Field Msr/Obs,Water,4/6/16,,4.256,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.78665,-64.62793,STORET-561104532,,,pH,8.08,None,,52:25.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2016-03-22-STC-26_s,Field Msr/Obs,Water,3/22/16,,0.64,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-561104123,,,pH,8.09,None,,52:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20160613_F_PS_2.4_FM,Field Msr/Obs,Water,6/13/16,,2.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-601705301,,,pH,8.73,None,,33:27.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20160620_F_PS_0.5_FM,Field Msr/Obs,Water,6/20/16,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-601704706,,,pH,8.71,None,,33:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20160926_F_PS_578,Field Msr/Obs,Water,9/26/16,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-603624302,,,pH,8.32,None,,03:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20161214_F_PS_592,Field Msr/Obs,Water,12/14/16,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-601699477,,,pH,8.83,None,,26:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC39_20161215_F_PS_674,Field Msr/Obs,Water,12/15/16,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-39,Altona Lagoon Inlet,17.75008,-64.69648,STORET-601699559,,,pH,9.06,None,,26:46.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2016-04-06-STC-10_s,Field Msr/Obs,Water,4/6/16,,0.16,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.75918,-64.5862,STORET-561104569,,,pH,8.21,None,,52:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,-0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-673893889,,,pH,8.19,None,,57:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13A_20170724_F_PS_2.1,Field Msr/Obs,Water,7/24/17,,2.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-699931375,,,pH,8.01,None,,33:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC24B_20170214_F_PS_4,Field Msr/Obs,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-24B,Rum Plant (VI Rum) Outfall,17.67998,-64.82256,STORET-673893786,,,pH,8.11,None,,57:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-673893857,,,pH,8.14,None,,57:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20170724_F_PS_4.7,Field Msr/Obs,Water,7/24/17,,4.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-699931407,,,pH,8.02,None,,33:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20171212_F_PS_6,Field Msr/Obs,Water,12/12/17,,0.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-708588182,,,pH,8.21,None,,09:15.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20170214_F_PS_4,Field Msr/Obs,Water,2/14/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-673893843,,,pH,8.13,None,,57:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20170214_F_PS_4,Field Msr/Obs,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-673893798,,,pH,8.11,None,,57:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20170214_F_PS_6,Field Msr/Obs,Water,2/14/17,,0,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-673893881,,,pH,8.18,None,,57:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A_20170214_F_PS_6,Field Msr/Obs,Water,2/14/17,,-1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-673893842,,,pH,8.13,None,,57:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC38_20170511_F_PS_0.5,Field Msr/Obs,Water,5/11/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-693936559,,,pH,8,None,,25:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,0,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-673893706,,,pH,8.08,None,,57:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-673893649,,,pH,7.96,None,,57:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20170510_F_PS_0.5,Field Msr/Obs,Water,5/10/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-693936475,,,pH,8.03,None,,25:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC37_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,0,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-673893792,,,pH,8.11,None,,57:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC5_20170508_F_PS_2.5,Field Msr/Obs,Water,5/8/17,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-5,Green Cay Marina,17.75997,-64.6683,STORET-693936777,,,pH,7.9,None,,25:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20171213_F_PS_6,Field Msr/Obs,Water,12/13/17,,1.3,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-708584932,,,pH,8.08,None,,09:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20170511_F_PS_0.5,Field Msr/Obs,Water,5/11/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-693936145,,,pH,7.98,None,,25:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC26_20170509_F_PS_0.5,Field Msr/Obs,Water,5/9/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-693936279,,,pH,8.12,None,,25:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20170214_F_PS_6,Field Msr/Obs,Water,2/14/17,,-0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-673893817,,,pH,8.12,None,,57:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33A_20171212_F_PS_5,Field Msr/Obs,Water,12/12/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33A,Salt River (Columbus  Landing  Beach),17.77992,-64.7586,STORET-708586946,,,pH,8.16,None,,09:10.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC43_20170718_F_PS_3,Field Msr/Obs,Water,7/18/17,,3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-43,Water Gut Storm Drain,17.74746,-64.7073,STORET-699932051,,,pH,8.05,None,,33:26.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20170719_F_PS_0.5,Field Msr/Obs,Water,7/19/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-699931868,,,pH,8,None,,33:24.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20171212_F_PS_6,Field Msr/Obs,Water,12/12/17,,5.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-708587720,,,pH,8.12,None,,09:13.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC19_20170724_F_PS_9.7,Field Msr/Obs,Water,7/24/17,,9.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-19,Krause Lagoon Channel,17.69368,-64.76279,STORET-699931520,,,pH,8,None,,33:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20170724_F_PS_3.6,Field Msr/Obs,Water,7/24/17,,3.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-699931359,,,pH,8.05,None,,33:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20171213_F_PS_5,Field Msr/Obs,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-708585350,,,pH,8.06,None,,09:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20170510_F_PS_6,Field Msr/Obs,Water,5/10/17,,6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-693936480,,,pH,8.03,None,,25:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20171213_F_PS_5,Field Msr/Obs,Water,12/13/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-708588313,,,pH,8.04,None,,09:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC26_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,-1.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-673893847,,,pH,8.13,None,,57:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20170214_F_PS_6,Field Msr/Obs,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-673893903,,,pH,8.2,None,,57:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20170510_F_PS_0.5,Field Msr/Obs,Water,5/10/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-693936410,,,pH,7.84,None,,25:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20170214_F_PS_4,Field Msr/Obs,Water,2/14/17,,-0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-673893849,,,pH,8.13,None,,57:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20170214_QC_PS_5,Quality Control Field Replicate Msr/Obs,Water,2/14/17,,-0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-673893648,,,pH,7.94,None,,57:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20171213_F_PS_5,Field Msr/Obs,Water,12/13/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-708584927,,,pH,8.05,None,,09:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,-1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-673893653,,,pH,7.99,None,,57:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33A_20170510_F_PS_4,Field Msr/Obs,Water,5/10/17,,4,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33A,Salt River (Columbus  Landing  Beach),17.77992,-64.7586,STORET-693936431,,,pH,8.1,None,,25:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29_20170214_F_PS_4,Field Msr/Obs,Water,2/14/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-673893704,,,pH,8.08,None,,57:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC19_20171211_F_PS_5,Field Msr/Obs,Water,12/11/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-19,Krause Lagoon Channel,17.69368,-64.76279,STORET-708585761,,,pH,7.81,None,,09:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20171211_F_PS_5,Field Msr/Obs,Water,12/11/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-708586326,,,pH,7.86,None,,09:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20170509_F_PS_2,Field Msr/Obs,Water,5/9/17,,2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-693936038,,,pH,8.08,None,,25:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20171213_F_PS_5,Field Msr/Obs,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-708588368,,,pH,8.05,None,,09:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20170509_F_PS_0.5,Field Msr/Obs,Water,5/9/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-693936049,,,pH,8.08,None,,25:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC39_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,0,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-39,Altona Lagoon Inlet,17.75008,-64.69648,STORET-673893795,,,pH,8.11,None,,57:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC24B_20170214_QC_PS_5,Quality Control Field Replicate Msr/Obs,Water,2/14/17,,-0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-24B,Rum Plant (VI Rum) Outfall,17.67998,-64.82256,STORET-673893819,,,pH,8.12,None,,57:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20171211_F_PS_6,Field Msr/Obs,Water,12/11/17,,5.6,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-708586617,,,pH,7.86,None,,09:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20170718_F_PS_6.2,Field Msr/Obs,Water,7/18/17,,6.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-699932003,,,pH,8.03,None,,33:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20170510_F_PS_1.8,Field Msr/Obs,Water,5/10/17,,1.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-693936447,,,pH,7.92,None,,25:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,0,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-673893791,,,pH,8.11,None,,57:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC16_20170509_F_PS_13.5,Field Msr/Obs,Water,5/9/17,,13.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-693936086,,,pH,8.05,None,,25:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20170508_F_PS_1.3,Field Msr/Obs,Water,5/8/17,,1.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-693935920,,,pH,8.03,None,,25:35.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20170724_F_PS_4.7,Field Msr/Obs,Water,7/24/17,,4.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-699931600,,,pH,8.07,None,,33:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,-0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-673893797,,,pH,8.11,None,,57:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC28_20170214_F_PS_5,Field Msr/Obs,Water,2/14/17,,-0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-673893735,,,pH,8.09,None,,57:47.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC16_20171213_F_PS_5,Field Msr/Obs,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-708585473,,,pH,8.09,None,,09:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20170724_F_PS_0.5,Field Msr/Obs,Water,7/24/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-699931563,,,pH,8,None,,33:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20170719_F_PS_0.5,Field Msr/Obs,Water,7/19/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-699932221,,,pH,8.01,None,,33:27.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20170214_F_PS_6,Field Msr/Obs,Water,2/14/17,,-0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-673893925,,,pH,8.25,None,,57:51.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20171212_F_PS_5,Field Msr/Obs,Water,12/12/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-708587716,,,pH,8.12,None,,09:13.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC18_20170724_F_PS_0.5,Field Msr/Obs,Water,7/24/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-699931499,,,pH,8.06,None,,33:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20170214_F_PS_4,Field Msr/Obs,Water,2/14/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-673893689,,,pH,8.07,None,,57:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20170509_F_PS_0.5,Field Msr/Obs,Water,5/9/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-693936195,,,pH,8.09,None,,25:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC5_20171213_F_PS_5,Field Msr/Obs,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-5,Green Cay Marina,17.75997,-64.6683,STORET-708588239,,,pH,7.93,None,,09:15.0,STORET
