OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20200805_F_PS_2,Field Msr/Obs,Water,8/5/20,,6.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-857536030,,,"Depth, Secchi disk depth",6.3,m,,43:15.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20200519_F_PS_2,Field Msr/Obs,Water,5/19/20,,2.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-850109022,,,"Depth, Secchi disk depth",2.2,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20201014_F_PS_2,Field Msr/Obs,Water,10/14/20,,6.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-867052028,,,"Depth, Secchi disk depth",6.7,m,,30:58.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC5_20200129_F_PS_2,Field Msr/Obs,Water,1/29/20,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-5,Green Cay Marina,17.75997,-64.6683,STORET-834137484,,,"Depth, Secchi disk depth",1,m,,35:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20200805_F_PS_2,Field Msr/Obs,Water,8/5/20,,2.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-857536147,,,"Depth, Secchi disk depth",2.8,m,,43:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,2.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-850109055,,,"Depth, Secchi disk depth",2.7,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,3.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-850109008,,,"Depth, Secchi disk depth",3.2,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,3.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-850109017,,,"Depth, Secchi disk depth",3.1,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35A_20200806_F_PS_2,Field Msr/Obs,Water,8/6/20,,8.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,STORET-857536490,,,"Depth, Secchi disk depth",8.2,m,,43:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20200519_QC_PS_2,Quality Control Field Replicate Msr/Obs,Water,5/19/20,,11,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-850109019,,,"Depth, Secchi disk depth",1,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC3_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,5.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,STORET-850109029,,,"Depth, Secchi disk depth",5.3,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13A_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,1.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-850109006,,,"Depth, Secchi disk depth",1.8,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20200204_QC_PS_2,Quality Control Field Replicate Msr/Obs,Water,2/4/20,,3.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-834136633,,,"Depth, Secchi disk depth",3.7,m,,34:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20201014_F_PS_2,Field Msr/Obs,Water,10/14/20,,3.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-867052238,,,"Depth, Secchi disk depth",2,m,,31:00.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC9_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,2.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-850109057,,,"Depth, Secchi disk depth",2.3,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4_20201013_F_PS_2,Field Msr/Obs,Water,10/13/20,,3.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-867052399,,,"Depth, Secchi disk depth",3.1,m,,31:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20200204_F_PS_2,Field Msr/Obs,Water,2/4/20,,4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-834137355,,,"Depth, Secchi disk depth",4,m,,35:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,2.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-850109009,,,"Depth, Secchi disk depth",2.2,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC39_20200204_F_PS_2,Field Msr/Obs,Water,2/4/20,,2.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-39,Altona Lagoon Inlet,17.75008,-64.69648,STORET-834137291,,,"Depth, Secchi disk depth",2.4,m,,35:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20200129_F_PS_2,Field Msr/Obs,Water,1/29/20,,5.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-834137500,,,"Depth, Secchi disk depth",5.2,m,,35:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20200806_F_PS_2,Field Msr/Obs,Water,8/6/20,,10.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-857536163,,,"Depth, Secchi disk depth",4.5,m,,43:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,6.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-850109010,,,"Depth, Secchi disk depth",4,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20201013_F_PS_2,Field Msr/Obs,Water,10/13/20,,5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-867051874,,,"Depth, Secchi disk depth",5,m,,30:56.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC11B_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,7.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-11B,"Jack Bay, Forereef",17.74613,-64.5799,STORET-850109004,,,"Depth, Secchi disk depth",7.7,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC38_20200204_F_PS_2,Field Msr/Obs,Water,2/4/20,,11.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-834137275,,,"Depth, Secchi disk depth",11.3,m,,35:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC43_20200804_F_PS_2,Field Msr/Obs,Water,8/4/20,,2.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-43,Water Gut Storm Drain,17.74746,-64.7073,STORET-857536636,,,"Depth, Secchi disk depth",2.4,m,,43:23.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20200519_F_PS_2,Field Msr/Obs,Water,5/19/20,,7.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-850109036,,,"Depth, Secchi disk depth",7.3,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33A_20200806_F_PS_2,Field Msr/Obs,Water,8/6/20,,2.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33A,Salt River (Columbus  Landing  Beach),17.77992,-64.7586,STORET-857536425,,,"Depth, Secchi disk depth",2.7,m,,43:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20201013_F_PS_2,Field Msr/Obs,Water,10/13/20,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-867052608,,,"Depth, Secchi disk depth",2.5,m,,31:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20201012_F_PS_2,Field Msr/Obs,Water,10/12/20,,2.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-867052527,,,"Depth, Secchi disk depth",2.8,m,,31:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20200128_F_PS_2,Field Msr/Obs,Water,1/28/20,,7.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-834137093,,,"Depth, Secchi disk depth",7.7,m,,35:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20200519_F_PS_2,Field Msr/Obs,Water,5/19/20,,3.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-850109026,,,"Depth, Secchi disk depth",3.6,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33A_20201014_F_PS_2,Field Msr/Obs,Water,10/14/20,,2.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33A,Salt River (Columbus  Landing  Beach),17.77992,-64.7586,STORET-867052254,,,"Depth, Secchi disk depth",2.2,m,,31:00.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20200804_F_PS_2,Field Msr/Obs,Water,8/4/20,,2.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-857536700,,,"Depth, Secchi disk depth",2.7,m,,43:24.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC28_20200806_F_PS_2,Field Msr/Obs,Water,8/6/20,,6.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-857536312,,,"Depth, Secchi disk depth",6.4,m,,43:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC44_20200804_F_PS_2,Field Msr/Obs,Water,8/4/20,,2.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-857536652,,,"Depth, Secchi disk depth",2.8,m,,43:23.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20200128_F_PS_2,Field Msr/Obs,Water,1/28/20,,6.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-834137173,,,"Depth, Secchi disk depth",6.6,m,,35:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC16_20200805_F_PS_2,Field Msr/Obs,Water,8/5/20,,19.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-857536062,,,"Depth, Secchi disk depth",4.2,m,,43:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20201012_F_PS_2,Field Msr/Obs,Water,10/12/20,,4.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-867052431,,,"Depth, Secchi disk depth",2,m,,31:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC49_20200518_F_PS_2,Field Msr/Obs,Water,5/18/20,,2.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-850109052,,,"Depth, Secchi disk depth",2.1,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC32_20200128_F_PS_2,Field Msr/Obs,Water,1/28/20,,7.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-834137109,,,"Depth, Secchi disk depth",7.2,m,,35:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4_20200129_F_PS_2,Field Msr/Obs,Water,1/29/20,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-834137307,,,"Depth, Secchi disk depth",2.5,m,,35:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20200519_F_PS_2,Field Msr/Obs,Water,5/19/20,,7.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-850109030,,,"Depth, Secchi disk depth",7.1,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC19_20200806_F_PS_2,Field Msr/Obs,Water,8/6/20,,11.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-19,Krause Lagoon Channel,17.69368,-64.76279,STORET-857536131,,,"Depth, Secchi disk depth",3,m,,43:17.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29_20201014_F_PS_2,Field Msr/Obs,Water,10/14/20,,4.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-867052156,,,"Depth, Secchi disk depth",4.6,m,,30:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29_20200128_F_PS_2,Field Msr/Obs,Water,1/28/20,,5.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-834137045,,,"Depth, Secchi disk depth",5.2,m,,35:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC43_20201012_F_PS_2,Field Msr/Obs,Water,10/12/20,,2.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-43,Water Gut Storm Drain,17.74746,-64.7073,STORET-867052463,,,"Depth, Secchi disk depth",2.8,m,,31:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC16_20201013_F_PS_2,Field Msr/Obs,Water,10/13/20,,18.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-867051906,,,"Depth, Secchi disk depth",6.1,m,,30:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC44_20200518_F_PS_2,Field Msr/Obs,Water,5/18/20,,2.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-850109047,,,"Depth, Secchi disk depth",2.7,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20200806_F_PS_2,Field Msr/Obs,Water,8/6/20,,11.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-857536458,,,"Depth, Secchi disk depth",11.3,m,,43:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20200806_F_PS_2,Field Msr/Obs,Water,8/6/20,,5.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-857536377,,,"Depth, Secchi disk depth",5.3,m,,43:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20200129_F_PS_2,Field Msr/Obs,Water,1/29/20,,11.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-834136814,,,"Depth, Secchi disk depth",7.9,m,,35:00.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC45_20201012_F_PS_2,Field Msr/Obs,Water,10/12/20,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-867052495,,,"Depth, Secchi disk depth",2.6,m,,31:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A_20201013_F_PS_2,Field Msr/Obs,Water,10/13/20,,7.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-867051890,,,"Depth, Secchi disk depth",7.6,m,,30:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20200520_F_PS_2,Field Msr/Obs,Water,5/20/20,,1.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-850109007,,,"Depth, Secchi disk depth",1.6,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20200804_F_PS_2,Field Msr/Obs,Water,8/4/20,,2.7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-857536588,,,"Depth, Secchi disk depth",2.7,m,,43:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20200128_F_PS_2,Field Msr/Obs,Water,1/28/20,,9.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-834136932,,,"Depth, Secchi disk depth",9.1,m,,35:01.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20201014_F_PS_2,Field Msr/Obs,Water,10/14/20,,8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-867052044,,,"Depth, Secchi disk depth",8,m,,30:58.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33A_20200128_F_PS_2,Field Msr/Obs,Water,1/28/20,,2.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33A,Salt River (Columbus  Landing  Beach),17.77992,-64.7586,STORET-834137141,,,"Depth, Secchi disk depth",2.3,m,,35:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20201012_F_PS_2,Field Msr/Obs,Water,10/12/20,,4.9,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-867052511,,,"Depth, Secchi disk depth",4.9,m,,31:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20200204_F_PS_2,Field Msr/Obs,Water,2/4/20,,1.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-834137323,,,"Depth, Secchi disk depth",1.6,m,,35:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20201012_F_PS_2,Field Msr/Obs,Water,10/12/20,,3.9,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-867051745,,,"Depth, Secchi disk depth",3.9,m,,30:55.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35A_20200519_F_PS_2,Field Msr/Obs,Water,5/19/20,,7.8,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,STORET-850109037,,,"Depth, Secchi disk depth",7.8,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20200806_F_PS_2,Field Msr/Obs,Water,8/6/20,,6.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-857536506,,,"Depth, Secchi disk depth",6.3,m,,43:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20201014_F_PS_2,Field Msr/Obs,Water,10/14/20,,7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-867052190,,,"Depth, Secchi disk depth",7,m,,31:00.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20200128_F_PS_2,Field Msr/Obs,Water,1/28/20,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-834137125,,,"Depth, Secchi disk depth",0.6,m,,35:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20200519_F_PS_2,Field Msr/Obs,Water,5/19/20,,7.1,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-850109038,,,"Depth, Secchi disk depth",7.1,m,,17:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20201013_F_PS_2,Field Msr/Obs,Water,10/13/20,,18.3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-867051922,,,"Depth, Secchi disk depth",6.1,m,,30:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20200518_F_PS_2,Field Msr/Obs,Water,5/18/20,,3.9,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-850109001,,,"Depth, Secchi disk depth",3.9,m,,17:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20200805_F_PS_2,Field Msr/Obs,Water,8/5/20,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-857536783,,,"Depth, Secchi disk depth",2.5,m,,43:26.0,STORET
